sender_id,sequence,rtt,send_time,ack_time
1,165,0.001,1717669186.964,1717669186.964
1,166,0.001,1717669187.966,1717669187.967
1,167,0.001,1717669188.968,1717669188.969
1,168,0.001,1717669189.971,1717669189.971
1,169,0.001,1717669190.973,1717669190.974
1,170,0.001,1717669191.975,1717669191.976
1,171,0.001,1717669192.977,1717669192.978
1,172,0.001,1717669193.979,1717669193.980
1,173,0.001,1717669194.981,1717669194.982
1,174,0.001,1717669195.983,1717669195.984
1,175,0.001,1717669196.985,1717669196.986
1,176,0.001,1717669197.987,1717669197.988
1,177,0.001,1717669198.989,1717669198.990
1,178,0.001,1717669199.991,1717669199.992
1,179,0.001,1717669200.993,1717669200.994
1,180,0.001,1717669201.995,1717669201.996
1,181,0.001,1717669202.998,1717669202.998
1,182,0.001,1717669204.000,1717669204.000
1,183,0.001,1717669205.001,1717669205.002
1,184,0.001,1717669206.004,1717669206.005
1,185,0.001,1717669207.006,1717669207.007
1,186,0.001,1717669208.008,1717669208.009
1,187,0.001,1717669209.010,1717669209.011
1,188,0.001,1717669210.012,1717669210.013
1,189,0.001,1717669211.014,1717669211.015
1,190,0.001,1717669212.016,1717669212.017
1,191,0.001,1717669213.018,1717669213.019
1,192,0.001,1717669214.020,1717669214.021
1,193,0.001,1717669215.022,1717669215.023
1,194,0.001,1717669216.024,1717669216.025
1,195,0.001,1717669217.026,1717669217.027
1,196,0.001,1717669218.029,1717669218.029
1,197,0.001,1717669219.030,1717669219.031
1,198,0.001,1717669220.032,1717669220.033
1,199,0.001,1717669221.034,1717669221.035
1,200,0.001,1717669222.036,1717669222.037
1,201,0.001,1717669223.039,1717669223.039
1,202,0.001,1717669224.041,1717669224.041
1,203,0.001,1717669225.043,1717669225.044
1,204,0.001,1717669226.045,1717669226.046
1,205,0.001,1717669227.048,1717669227.048
1,206,0.001,1717669228.050,1717669228.051
1,207,0.001,1717669229.052,1717669229.053
1,208,0.001,1717669230.055,1717669230.055
1,209,0.001,1717669231.057,1717669231.058
1,210,0.001,1717669232.059,1717669232.060
1,211,0.001,1717669233.062,1717669233.062
1,212,0.001,1717669234.064,1717669234.065
1,213,0.001,1717669235.066,1717669235.067
1,214,0.001,1717669236.069,1717669236.069
1,215,0.001,1717669237.071,1717669237.072
1,216,0.001,1717669238.073,1717669238.074
1,217,0.001,1717669239.075,1717669239.076
1,218,0.001,1717669240.078,1717669240.079
1,219,0.001,1717669241.080,1717669241.081
1,220,0.001,1717669242.083,1717669242.083
1,221,0.001,1717669243.085,1717669243.086
1,222,0.001,1717669244.087,1717669244.088
1,223,0.001,1717669245.089,1717669245.090
1,224,0.001,1717669246.092,1717669246.092
1,225,0.001,1717669247.094,1717669247.095
1,226,0.001,1717669248.096,1717669248.097
1,227,0.001,1717669249.099,1717669249.099
1,228,0.001,1717669250.101,1717669250.102
1,229,0.001,1717669251.104,1717669251.104
1,230,0.001,1717669252.106,1717669252.107
1,231,0.001,1717669253.108,1717669253.109
1,232,0.001,1717669254.110,1717669254.111
1,233,0.001,1717669255.113,1717669255.113
1,234,0.001,1717669256.115,1717669256.116
1,235,0.001,1717669257.117,1717669257.118
1,236,0.001,1717669258.119,1717669258.120
1,237,0.001,1717669259.122,1717669259.122
1,238,0.001,1717669260.124,1717669260.124
1,239,0.001,1717669261.126,1717669261.127
1,240,0.001,1717669262.128,1717669262.129
1,241,0.001,1717669263.131,1717669263.132
1,242,0.001,1717669264.133,1717669264.134
1,243,0.001,1717669265.136,1717669265.136
1,244,0.001,1717669266.138,1717669266.139
1,245,0.001,1717669267.140,1717669267.141
1,246,0.001,1717669268.142,1717669268.143
1,247,0.001,1717669269.145,1717669269.146
1,248,0.001,1717669270.147,1717669270.148
1,249,0.001,1717669271.150,1717669271.151
1,250,0.001,1717669272.152,1717669272.153
1,251,0.001,1717669273.154,1717669273.155
1,252,0.001,1717669274.156,1717669274.157
1,253,0.001,1717669275.159,1717669275.160
1,254,0.001,1717669276.161,1717669276.162
1,255,0.001,1717669277.163,1717669277.164
1,256,0.001,1717669278.166,1717669278.166
1,257,0.001,1717669279.168,1717669279.169
1,258,0.001,1717669280.170,1717669280.171
1,259,0.001,1717669281.173,1717669281.174
1,260,0.001,1717669282.175,1717669282.176
1,261,0.001,1717669283.177,1717669283.178
1,262,0.001,1717669284.180,1717669284.180
1,263,0.001,1717669285.182,1717669285.183
1,264,0.001,1717669286.184,1717669286.185
1,265,0.001,1717669287.187,1717669287.188
1,266,0.001,1717669288.189,1717669288.190
1,267,0.001,1717669289.191,1717669289.192
1,268,0.001,1717669290.194,1717669290.195
1,269,0.001,1717669291.196,1717669291.197
1,270,0.001,1717669292.198,1717669292.199
1,271,0.001,1717669293.201,1717669293.202
1,272,0.001,1717669294.203,1717669294.204
1,273,0.001,1717669295.206,1717669295.206
1,274,0.001,1717669296.208,1717669296.209
1,275,0.001,1717669297.210,1717669297.211
1,276,0.001,1717669298.213,1717669298.213
1,277,0.001,1717669299.215,1717669299.216
1,278,0.001,1717669300.217,1717669300.218
1,279,0.001,1717669301.220,1717669301.221
1,280,0.001,1717669302.222,1717669302.223
1,281,0.001,1717669303.224,1717669303.225
1,282,0.001,1717669304.227,1717669304.227
1,283,0.001,1717669305.229,1717669305.230
1,284,0.001,1717669306.231,1717669306.232
1,285,0.001,1717669307.233,1717669307.234
1,286,0.001,1717669308.236,1717669308.237
1,287,0.001,1717669309.238,1717669309.239
1,288,0.001,1717669310.240,1717669310.240
1,289,0.001,1717669311.242,1717669311.243
1,290,0.001,1717669312.244,1717669312.245
1,291,0.001,1717669313.247,1717669313.248
1,292,0.001,1717669314.249,1717669314.250
1,293,0.001,1717669315.251,1717669315.252
1,294,0.001,1717669316.254,1717669316.255
1,295,0.001,1717669317.257,1717669317.258
1,296,0.001,1717669318.260,1717669318.260
1,297,0.001,1717669319.262,1717669319.263
1,298,0.001,1717669320.264,1717669320.265
1,299,0.001,1717669321.267,1717669321.267
1,300,0.001,1717669322.269,1717669322.270
1,301,0.001,1717669323.272,1717669323.273
1,302,0.001,1717669324.274,1717669324.275
1,303,0.001,1717669325.277,1717669325.278
1,304,0.001,1717669326.279,1717669326.280
1,305,0.001,1717669327.282,1717669327.282
1,306,0.001,1717669328.284,1717669328.285
1,307,0.001,1717669329.286,1717669329.287
1,308,0.001,1717669330.288,1717669330.289
1,309,0.001,1717669331.291,1717669331.291
1,310,0.001,1717669332.293,1717669332.294
1,311,0.001,1717669333.295,1717669333.296
1,312,0.001,1717669334.298,1717669334.299
1,313,0.001,1717669335.300,1717669335.301
1,314,0.001,1717669336.303,1717669336.304
1,315,0.001,1717669337.305,1717669337.306
1,316,0.001,1717669338.307,1717669338.308
1,317,0.001,1717669339.310,1717669339.311
1,318,0.001,1717669340.312,1717669340.313
1,319,0.001,1717669341.315,1717669341.315
1,320,0.001,1717669342.317,1717669342.318
1,321,0.001,1717669343.319,1717669343.320
1,322,0.001,1717669344.320,1717669344.321
1,323,0.001,1717669345.323,1717669345.324
1,324,0.001,1717669346.325,1717669346.326
1,325,0.001,1717669347.328,1717669347.328
1,326,0.001,1717669348.330,1717669348.331
1,327,0.001,1717669349.332,1717669349.333
1,328,0.001,1717669350.334,1717669350.335
1,329,0.001,1717669351.336,1717669351.337
1,330,0.001,1717669352.338,1717669352.339
1,331,0.001,1717669353.340,1717669353.341
1,332,0.001,1717669354.342,1717669354.343
1,333,0.001,1717669355.344,1717669355.345
1,334,0.001,1717669356.346,1717669356.347
1,335,0.001,1717669357.348,1717669357.349
1,336,0.001,1717669358.351,1717669358.351
1,337,0.001,1717669359.353,1717669359.353
1,338,0.001,1717669360.355,1717669360.356
1,339,0.001,1717669361.357,1717669361.358
1,340,0.001,1717669362.359,1717669362.359
1,341,0.001,1717669363.361,1717669363.362
1,342,0.001,1717669364.363,1717669364.363
1,343,0.001,1717669365.365,1717669365.366
1,344,0.001,1717669366.367,1717669366.368
1,345,0.001,1717669367.369,1717669367.370
1,346,0.001,1717669368.372,1717669368.372
1,347,0.001,1717669369.374,1717669369.375
1,348,0.001,1717669370.376,1717669370.377
1,349,0.001,1717669371.379,1717669371.380
1,350,0.001,1717669372.381,1717669372.382
1,351,0.001,1717669373.384,1717669373.384
1,352,0.001,1717669374.386,1717669374.387
1,353,0.001,1717669375.388,1717669375.389
1,354,0.001,1717669376.390,1717669376.391
1,355,0.000,1717669377.392,1717669377.393
1,356,0.001,1717669378.394,1717669378.394
1,357,0.001,1717669379.395,1717669379.396
1,358,0.001,1717669380.397,1717669380.397
1,359,0.000,1717669381.398,1717669381.399
1,360,0.001,1717669382.400,1717669382.401
1,361,0.001,1717669383.402,1717669383.403
1,362,0.001,1717669384.405,1717669384.406
1,363,0.001,1717669385.407,1717669385.408
1,364,0.001,1717669386.410,1717669386.411
1,365,0.001,1717669387.412,1717669387.413
1,366,0.001,1717669388.414,1717669388.415
1,367,0.001,1717669389.417,1717669389.417
1,368,0.001,1717669390.419,1717669390.420
1,369,0.001,1717669391.422,1717669391.422
1,370,0.001,1717669392.424,1717669392.425
1,371,0.001,1717669393.426,1717669393.427
1,372,0.001,1717669394.428,1717669394.429
1,373,0.001,1717669395.431,1717669395.432
1,374,0.001,1717669396.433,1717669396.434
1,375,0.001,1717669397.436,1717669397.436
1,376,0.001,1717669398.438,1717669398.439
1,377,0.001,1717669399.440,1717669399.441
1,378,0.001,1717669400.442,1717669400.443
1,379,0.001,1717669401.445,1717669401.445
1,380,0.001,1717669402.447,1717669402.448
1,381,0.001,1717669403.449,1717669403.450
1,382,0.001,1717669404.452,1717669404.453
1,383,0.001,1717669405.454,1717669405.455
1,384,0.001,1717669406.457,1717669406.457
1,385,0.001,1717669407.459,1717669407.460
1,386,0.001,1717669408.461,1717669408.462
1,387,0.001,1717669409.463,1717669409.464
1,388,0.001,1717669410.466,1717669410.467
1,389,0.001,1717669411.468,1717669411.469
1,390,0.001,1717669412.471,1717669412.472
1,391,0.001,1717669413.473,1717669413.474
1,392,0.001,1717669414.476,1717669414.477
1,393,0.001,1717669415.478,1717669415.479
1,394,0.001,1717669416.481,1717669416.481
1,395,0.000,1717669417.483,1717669417.483
1,396,0.001,1717669418.484,1717669418.485
1,397,0.001,1717669419.486,1717669419.486
1,398,0.001,1717669420.487,1717669420.488
1,399,0.001,1717669421.489,1717669421.489
1,400,0.001,1717669422.491,1717669422.491
1,401,0.001,1717669423.493,1717669423.494
1,402,0.001,1717669424.495,1717669424.496
1,403,0.001,1717669425.497,1717669425.498
1,404,0.001,1717669426.500,1717669426.500
1,405,0.001,1717669427.502,1717669427.503
1,406,0.001,1717669428.505,1717669428.505
1,407,0.001,1717669429.507,1717669429.508
1,408,0.001,1717669430.509,1717669430.510
1,409,0.001,1717669431.512,1717669431.512
1,410,0.001,1717669432.514,1717669432.515
1,411,0.001,1717669433.516,1717669433.517
1,412,0.001,1717669434.518,1717669434.519
1,413,0.001,1717669435.520,1717669435.521
1,414,0.001,1717669436.523,1717669436.523
1,415,0.001,1717669437.525,1717669437.526
1,416,0.001,1717669438.527,1717669438.528
1,417,0.001,1717669439.530,1717669439.531
1,418,0.001,1717669440.532,1717669440.533
1,419,0.001,1717669441.534,1717669441.535
1,420,0.001,1717669442.537,1717669442.537
1,421,0.001,1717669443.539,1717669443.540
1,422,0.001,1717669444.541,1717669444.542
1,423,0.001,1717669445.544,1717669445.544
1,424,0.001,1717669446.546,1717669446.547
1,425,0.001,1717669447.548,1717669447.549
1,426,0.001,1717669448.550,1717669448.551
1,427,0.001,1717669449.552,1717669449.553
1,428,0.001,1717669450.555,1717669450.556
1,429,0.001,1717669451.557,1717669451.558
1,430,0.001,1717669452.560,1717669452.560
1,431,0.001,1717669453.562,1717669453.563
1,432,0.001,1717669454.564,1717669454.565
1,433,0.001,1717669455.566,1717669455.567
1,434,0.001,1717669456.569,1717669456.569
1,435,0.001,1717669457.571,1717669457.572
1,436,0.001,1717669458.573,1717669458.574
1,437,0.001,1717669459.576,1717669459.576
1,438,0.001,1717669460.578,1717669460.579
1,439,0.001,1717669461.580,1717669461.581
1,440,0.001,1717669462.583,1717669462.584
1,441,0.001,1717669463.585,1717669463.586
1,442,0.001,1717669464.587,1717669464.588
1,443,0.001,1717669465.590,1717669465.591
1,444,0.001,1717669466.592,1717669466.593
1,445,0.001,1717669467.595,1717669467.595
1,446,0.001,1717669468.597,1717669468.598
1,447,0.001,1717669469.599,1717669469.600
1,448,0.001,1717669470.602,1717669470.602
1,449,0.001,1717669471.604,1717669471.605
1,450,0.001,1717669472.606,1717669472.607
1,451,0.001,1717669473.609,1717669473.610
1,452,0.001,1717669474.611,1717669474.612
1,453,0.001,1717669475.614,1717669475.615
1,454,0.001,1717669476.616,1717669476.617
1,455,0.001,1717669477.619,1717669477.619
1,456,0.001,1717669478.621,1717669478.622
1,457,0.001,1717669479.623,1717669479.624
1,458,0.001,1717669480.625,1717669480.626
1,459,0.001,1717669481.628,1717669481.629
1,460,0.001,1717669482.630,1717669482.631
1,461,0.001,1717669483.632,1717669483.633
1,462,0.001,1717669484.634,1717669484.635
1,463,0.001,1717669485.636,1717669485.636
1,464,0.001,1717669486.638,1717669486.638
1,465,0.001,1717669487.640,1717669487.641
1,466,0.001,1717669488.642,1717669488.643
1,467,0.001,1717669489.644,1717669489.645
1,468,0.001,1717669490.647,1717669490.648
1,469,0.001,1717669491.649,1717669491.650
1,470,0.001,1717669492.652,1717669492.653
1,471,0.001,1717669493.654,1717669493.655
1,472,0.001,1717669494.657,1717669494.657
1,473,0.001,1717669495.659,1717669495.660
1,474,0.001,1717669496.661,1717669496.662
1,475,0.001,1717669497.663,1717669497.664
1,476,0.001,1717669498.666,1717669498.666
1,477,0.001,1717669499.668,1717669499.669
1,478,0.001,1717669500.671,1717669500.671
1,479,0.001,1717669501.673,1717669501.674
1,480,0.001,1717669502.675,1717669502.676
1,481,0.001,1717669503.678,1717669503.679
1,482,0.001,1717669504.680,1717669504.681
1,483,0.001,1717669505.683,1717669505.684
1,484,0.001,1717669506.685,1717669506.686
1,485,0.001,1717669507.687,1717669507.688
1,486,0.001,1717669508.689,1717669508.690
1,487,0.001,1717669509.691,1717669509.692
1,488,0.001,1717669510.693,1717669510.694
1,489,0.001,1717669511.695,1717669511.696
1,490,0.001,1717669512.698,1717669512.698
1,491,0.001,1717669513.700,1717669513.701
1,492,0.001,1717669514.702,1717669514.703
1,493,0.001,1717669515.705,1717669515.705
1,494,0.001,1717669516.707,1717669516.708
1,495,0.001,1717669517.709,1717669517.710
1,496,0.001,1717669518.711,1717669518.712
1,497,0.001,1717669519.714,1717669519.715
1,498,0.001,1717669520.716,1717669520.717
1,499,0.001,1717669521.718,1717669521.719
1,500,0.001,1717669522.721,1717669522.722
1,501,0.001,1717669523.723,1717669523.724
1,502,0.001,1717669524.726,1717669524.727
1,503,0.001,1717669525.728,1717669525.729
1,504,0.001,1717669526.730,1717669526.731
1,505,0.001,1717669527.733,1717669527.733
1,506,0.001,1717669528.735,1717669528.736
1,507,0.001,1717669529.738,1717669529.738
1,508,0.001,1717669530.740,1717669530.741
1,509,0.001,1717669531.742,1717669531.743
1,510,0.001,1717669532.745,1717669532.745
1,511,0.001,1717669533.747,1717669533.748
1,512,0.001,1717669534.749,1717669534.750
1,513,0.001,1717669535.752,1717669535.753
1,514,0.001,1717669536.755,1717669536.755
1,515,0.001,1717669537.757,1717669537.758
1,516,0.001,1717669538.759,1717669538.760
1,517,0.001,1717669539.761,1717669539.762
1,518,0.001,1717669540.764,1717669540.765
1,519,0.001,1717669541.766,1717669541.767
1,520,0.001,1717669542.768,1717669542.769
1,521,0.001,1717669543.770,1717669543.771
1,522,0.001,1717669544.772,1717669544.773
1,523,0.001,1717669545.774,1717669545.775
1,524,0.001,1717669546.776,1717669546.777
1,525,0.001,1717669547.778,1717669547.779
1,526,0.001,1717669548.780,1717669548.781
1,527,0.001,1717669549.782,1717669549.783
1,528,0.001,1717669550.784,1717669550.785
1,529,0.001,1717669551.786,1717669551.787
1,530,0.001,1717669552.789,1717669552.789
1,531,0.001,1717669553.791,1717669553.791
1,532,0.001,1717669554.793,1717669554.794
1,533,0.001,1717669555.795,1717669555.796
1,534,0.001,1717669556.797,1717669556.798
1,535,0.001,1717669557.800,1717669557.800
1,536,0.001,1717669558.802,1717669558.803
1,537,0.001,1717669559.804,1717669559.805
1,538,0.001,1717669560.807,1717669560.808
1,539,0.001,1717669561.809,1717669561.810
1,540,0.001,1717669562.811,1717669562.812
1,541,0.001,1717669563.814,1717669563.815
1,542,0.001,1717669564.816,1717669564.817
1,543,0.001,1717669565.819,1717669565.819
1,544,0.001,1717669566.821,1717669566.822
1,545,0.001,1717669567.824,1717669567.825
1,546,0.001,1717669568.826,1717669568.827
1,547,0.001,1717669569.828,1717669569.829
1,548,0.001,1717669570.830,1717669570.831
1,549,0.001,1717669571.832,1717669571.832
1,550,0.001,1717669572.834,1717669572.835
1,551,0.001,1717669573.836,1717669573.836
1,552,0.001,1717669574.838,1717669574.839
1,553,0.001,1717669575.840,1717669575.841
1,554,0.001,1717669576.842,1717669576.843
1,555,0.001,1717669577.844,1717669577.845
1,556,0.001,1717669578.846,1717669578.847
1,557,0.001,1717669579.848,1717669579.848
1,558,0.001,1717669580.850,1717669580.851
1,559,0.001,1717669581.852,1717669581.853
1,560,0.001,1717669582.854,1717669582.855
1,561,0.001,1717669583.857,1717669583.858
1,562,0.001,1717669584.859,1717669584.860
1,563,0.001,1717669585.861,1717669585.862
1,564,0.001,1717669586.863,1717669586.864
1,565,0.001,1717669587.866,1717669587.867
1,566,0.001,1717669588.868,1717669588.869
1,567,0.001,1717669589.870,1717669589.871
1,568,0.001,1717669590.873,1717669590.873
1,569,0.001,1717669591.875,1717669591.876
1,570,0.001,1717669592.878,1717669592.879
1,571,0.001,1717669593.880,1717669593.881
1,572,0.001,1717669594.883,1717669594.884
1,573,0.001,1717669595.885,1717669595.886
1,574,0.001,1717669596.888,1717669596.888
1,575,0.001,1717669597.890,1717669597.891
1,576,0.001,1717669598.892,1717669598.893
1,577,0.001,1717669599.894,1717669599.895
1,578,0.001,1717669600.897,1717669600.897
1,579,0.001,1717669601.899,1717669601.900
1,580,0.001,1717669602.901,1717669602.902
1,581,0.001,1717669603.903,1717669603.904
1,582,0.001,1717669604.906,1717669604.907
1,583,0.001,1717669605.908,1717669605.909
1,584,0.001,1717669606.911,1717669606.912
1,585,0.001,1717669607.913,1717669607.914
1,586,0.001,1717669608.916,1717669608.916
1,587,0.001,1717669609.918,1717669609.919
1,588,0.001,1717669610.920,1717669610.921
1,589,0.001,1717669611.922,1717669611.923
1,590,0.001,1717669612.924,1717669612.925
1,591,0.001,1717669613.926,1717669613.927
1,592,0.001,1717669614.928,1717669614.929
1,593,0.001,1717669615.930,1717669615.931
1,594,0.001,1717669616.932,1717669616.933
1,595,0.001,1717669617.934,1717669617.935
1,596,0.001,1717669618.936,1717669618.937
1,597,0.001,1717669619.938,1717669619.939
1,598,0.001,1717669620.940,1717669620.941
1,599,0.001,1717669621.943,1717669621.943
1,600,0.001,1717669622.945,1717669622.945
1,601,0.001,1717669623.947,1717669623.948
1,602,0.001,1717669624.949,1717669624.950
1,603,0.001,1717669625.952,1717669625.952
1,604,0.001,1717669626.954,1717669626.955
1,605,0.001,1717669627.956,1717669627.957
1,606,0.001,1717669628.959,1717669628.959
1,607,0.001,1717669629.960,1717669629.961
1,608,0.001,1717669630.962,1717669630.963
1,609,0.001,1717669631.965,1717669631.965
1,610,0.001,1717669632.967,1717669632.968
1,611,0.001,1717669633.969,1717669633.970
1,612,0.001,1717669634.972,1717669634.972
1,613,0.001,1717669635.974,1717669635.975
1,614,0.001,1717669636.977,1717669636.978
1,615,0.001,1717669637.979,1717669637.980
1,616,0.001,1717669638.981,1717669638.981
1,617,0.001,1717669639.983,1717669639.984
1,618,0.001,1717669640.985,1717669640.986
1,619,0.001,1717669641.988,1717669641.988
1,620,0.001,1717669642.990,1717669642.990
1,621,0.001,1717669643.992,1717669643.993
1,622,0.001,1717669644.994,1717669644.995
1,623,0.001,1717669645.997,1717669645.997
1,624,0.001,1717669646.999,1717669647.000
1,625,0.001,1717669648.001,1717669648.002
1,626,0.001,1717669649.003,1717669649.004
1,627,0.001,1717669650.006,1717669650.007
1,628,0.001,1717669651.008,1717669651.009
1,629,0.001,1717669652.011,1717669652.011
1,630,0.001,1717669653.013,1717669653.014
1,631,0.001,1717669654.016,1717669654.016
1,632,0.001,1717669655.018,1717669655.019
1,633,0.001,1717669656.020,1717669656.021
